Subject,Sound,Response_preference,Response_score,Response_score_2,Difference_1,Difference_2,Difference_test,Difference_3,Category
119,lɛv.wav,r,3,3,-6,na,-6,6,n
118,lɛv.wav,s,2,-2,na,3,3,3,n
118,lɛv.wav,r,1,1,-3,na,-3,3,n
117,lɛv.wav,s,2,-2,na,4,4,4,n
117,lɛv.wav,r,2,2,-4,na,-4,4,n
116,lɛv.wav,s,2,-2,na,0,0,0,n
116,lɛv.wav,s,2,-2,0,na,0,0,n
114,lɛv.wav,n,0,0,na,0,0,0,n
114,lɛv.wav,n,0,0,0,na,0,0,n
113,lɛv.wav,r,3,3,na,-2,-2,2,n
113,lɛv.wav,r,1,1,2,na,2,2,n
112,lɛv.wav,n,0,0,na,0,0,0,n
112,lɛv.wav,n,0,0,0,na,0,0,n
111,lɛv.wav,s,1,-1,na,0,0,0,n
111,lɛv.wav,s,1,-1,0,na,0,0,n
110,lɛv.wav,n,0,0,na,0,0,0,n
110,lɛv.wav,n,0,0,0,na,0,0,n
109,lɛv.wav,r,1,1,na,-2,-2,2,n
109,lɛv.wav,s,1,-1,2,na,2,2,n
107,lɛv.wav,n,0,0,na,0,0,0,n
107,lɛv.wav,n,0,0,0,na,0,0,n
106,lɛv.wav,s,2,-2,na,4,4,4,n
106,lɛv.wav,r,2,2,-4,na,-4,4,n
105,lɛv.wav,s,1,-1,na,-1,-1,1,n
105,lɛv.wav,s,2,-2,1,na,1,1,n
104,lɛv.wav,n,0,0,na,0,0,0,n
104,lɛv.wav,n,0,0,0,na,0,0,n
103,lɛv.wav,n,0,0,na,0,0,0,n
103,lɛv.wav,n,0,0,0,na,0,0,n
102,lɛv.wav,r,1,1,na,0,0,0,n
102,lɛv.wav,r,1,1,0,na,0,0,n
101,lɛv.wav,s,1,-1,na,-1,-1,1,n
101,lɛv.wav,s,2,-2,1,na,1,1,n
108,lɛv.wav,n,0,0,na,1,1,1,n
108,lɛv.wav,r,1,1,-1,na,-1,1,n
123,lug.wav,r,2,2,na,-4,-4,4,n
123,lug.wav,s,2,-2,4,na,4,4,n
122,lug.wav,r,1,1,na,-1,-1,1,n
122,lug.wav,n,0,0,1,na,1,1,n
121,lug.wav,n,0,0,na,0,0,0,n
121,lug.wav,n,0,0,0,na,0,0,n
120,lug.wav,r,3,3,na,-1,-1,1,n
120,lug.wav,r,2,2,1,na,1,1,n
119,lug.wav,r,1,1,na,-3,-3,3,n
119,lug.wav,s,2,-2,3,na,3,3,n
118,lug.wav,r,1,1,na,-3,-3,3,n
118,lug.wav,s,2,-2,3,na,3,3,n
117,lug.wav,r,1,1,na,1,1,1,n
117,lug.wav,r,2,2,-1,na,-1,1,n
116,lug.wav,r,2,2,na,-1,-1,1,n
116,lug.wav,r,1,1,1,na,1,1,n
114,lug.wav,n,0,0,na,0,0,0,n
114,lug.wav,n,0,0,0,na,0,0,n
113,lug.wav,r,3,3,na,-2,-2,2,n
113,lug.wav,r,1,1,2,na,2,2,n
112,lug.wav,n,0,0,na,2,2,2,n
112,lug.wav,r,2,2,-2,na,-2,2,n
111,lug.wav,n,0,0,na,0,0,0,n
111,lug.wav,n,0,0,0,na,0,0,n
110,lug.wav,s,2,-2,na,2,2,2,n
110,lug.wav,n,0,0,-2,na,-2,2,n
109,lug.wav,r,2,2,na,-4,-4,4,n
109,lug.wav,s,2,-2,4,na,4,4,n
107,lug.wav,n,0,0,na,0,0,0,n
107,lug.wav,n,0,0,0,na,0,0,n
106,lug.wav,r,2,2,na,0,0,0,n
106,lug.wav,r,2,2,0,na,0,0,n
105,lug.wav,r,2,2,na,1,1,1,n
105,lug.wav,r,3,3,-1,na,-1,1,n
104,lug.wav,n,0,0,na,0,0,0,n
104,lug.wav,n,0,0,0,na,0,0,n
103,lug.wav,n,0,0,na,0,0,0,n
103,lug.wav,n,0,0,0,na,0,0,n
102,lug.wav,r,2,2,na,-2,-2,2,n
102,lug.wav,n,0,0,2,na,2,2,n
101,lug.wav,r,1,1,na,1,1,1,n
101,lug.wav,r,2,2,-1,na,-1,1,n
108,lug.wav,r,1,1,na,0,0,0,n
108,lug.wav,r,1,1,0,na,0,0,n
123,mag.wav,s,2,-2,na,-1,-1,1,n
123,mag.wav,s,3,-3,1,na,1,1,n
122,mag.wav,r,1,1,na,-2,-2,2,n
122,mag.wav,s,1,-1,2,na,2,2,n
121,mag.wav,n,0,0,na,1,1,1,n
121,mag.wav,r,1,1,-1,na,-1,1,n
120,mag.wav,s,1,-1,na,-1,-1,1,n
120,mag.wav,s,2,-2,1,na,1,1,n
119,mag.wav,s,3,-3,na,1,1,1,n
119,mag.wav,s,2,-2,-1,na,-1,1,n
118,mag.wav,r,2,2,na,-4,-4,4,n
118,mag.wav,s,2,-2,4,na,4,4,n
117,mag.wav,r,2,2,na,-4,-4,4,n
117,mag.wav,s,2,-2,4,na,4,4,n
116,mag.wav,n,0,0,na,2,2,2,n
116,mag.wav,r,2,2,-2,na,-2,2,n
114,mag.wav,r,1,1,na,-2,-2,2,n
114,mag.wav,s,1,-1,2,na,2,2,n
113,mag.wav,r,2,2,na,-1,-1,1,n
113,mag.wav,r,1,1,1,na,1,1,n
112,mag.wav,r,3,3,na,-1,-1,1,n
112,mag.wav,r,2,2,1,na,1,1,n
111,mag.wav,n,0,0,na,-2,-2,2,n
111,mag.wav,s,2,-2,2,na,2,2,n
110,mag.wav,n,0,0,na,0,0,0,n
110,mag.wav,n,0,0,0,na,0,0,n
109,mag.wav,s,3,-3,na,1,1,1,n
109,mag.wav,s,2,-2,-1,na,-1,1,n
107,mag.wav,n,0,0,na,0,0,0,n
107,mag.wav,n,0,0,0,na,0,0,n
106,mag.wav,s,2,-2,na,4,4,4,n
106,mag.wav,r,2,2,-4,na,-4,4,n
105,mag.wav,r,2,2,na,1,1,1,n
105,mag.wav,r,3,3,-1,na,-1,1,n
104,mag.wav,n,0,0,na,0,0,0,n
104,mag.wav,n,0,0,0,na,0,0,n
103,mag.wav,n,0,0,na,0,0,0,n
103,mag.wav,n,0,0,0,na,0,0,n
102,mag.wav,s,1,-1,na,1,1,1,n
102,mag.wav,n,0,0,-1,na,-1,1,n
101,mag.wav,n,0,0,na,1,1,1,n
101,mag.wav,r,1,1,-1,na,-1,1,n
108,mag.wav,s,1,-1,na,0,0,0,n
108,mag.wav,s,1,-1,0,na,0,0,n
123,mɛv.wav,s,2,-2,na,3,3,3,n
123,mɛv.wav,r,1,1,-3,na,-3,3,n
122,mɛv.wav,n,0,0,na,1,1,1,n
122,mɛv.wav,r,1,1,-1,na,-1,1,n
121,mɛv.wav,n,0,0,na,0,0,0,n
121,mɛv.wav,n,0,0,0,na,0,0,n
120,mɛv.wav,n,0,0,na,1,1,1,n
120,mɛv.wav,r,1,1,-1,na,-1,1,n
119,mɛv.wav,r,2,2,na,0,0,0,n
119,mɛv.wav,r,2,2,0,na,0,0,n
118,mɛv.wav,r,2,2,na,-1,-1,1,n
118,mɛv.wav,r,1,1,1,na,1,1,n
117,mɛv.wav,n,0,0,na,2,2,2,n
117,mɛv.wav,r,2,2,-2,na,-2,2,n
116,mɛv.wav,r,2,2,na,0,0,0,n
116,mɛv.wav,r,2,2,0,na,0,0,n
114,mɛv.wav,s,1,-1,na,0,0,0,n
114,mɛv.wav,s,1,-1,0,na,0,0,n
113,mɛv.wav,n,0,0,na,1,1,1,n
113,mɛv.wav,r,1,1,-1,na,-1,1,n
112,mɛv.wav,r,1,1,na,0,0,0,n
112,mɛv.wav,r,1,1,0,na,0,0,n
111,mɛv.wav,s,1,-1,na,1,1,1,n
111,mɛv.wav,n,0,0,-1,na,-1,1,n
110,mɛv.wav,r,1,1,na,-1,-1,1,n
110,mɛv.wav,n,0,0,1,na,1,1,n
109,mɛv.wav,s,1,-1,na,0,0,0,n
109,mɛv.wav,s,1,-1,0,na,0,0,n
107,mɛv.wav,n,0,0,na,2,2,2,n
107,mɛv.wav,r,2,2,-2,na,-2,2,n
106,mɛv.wav,r,2,2,na,1,1,1,n
106,mɛv.wav,r,3,3,-1,na,-1,1,n
105,mɛv.wav,s,1,-1,na,1,1,1,n
105,mɛv.wav,n,0,0,-1,na,-1,1,n
104,mɛv.wav,n,0,0,na,0,0,0,n
104,mɛv.wav,n,0,0,0,na,0,0,n
103,mɛv.wav,n,0,0,na,0,0,0,n
103,mɛv.wav,n,0,0,0,na,0,0,n
102,mɛv.wav,r,1,1,na,-1,-1,1,n
102,mɛv.wav,n,0,0,1,na,1,1,n
101,mɛv.wav,r,1,1,na,-3,-3,3,n
101,mɛv.wav,s,2,-2,3,na,3,3,n
108,mɛv.wav,s,1,-1,na,0,0,0,n
108,mɛv.wav,s,1,-1,0,na,0,0,n
123,mif.wav,r,2,2,na,1,1,1,n
123,mif.wav,r,3,3,-1,na,-1,1,n
122,mif.wav,r,1,1,na,0,0,0,n
122,mif.wav,r,1,1,0,na,0,0,n
121,mif.wav,n,0,0,na,0,0,0,n
121,mif.wav,n,0,0,0,na,0,0,n
120,mif.wav,n,0,0,na,-2,-2,2,n
120,mif.wav,s,2,-2,2,na,2,2,n
119,mif.wav,r,2,2,na,-4,-4,4,n
119,mif.wav,s,2,-2,4,na,4,4,n
118,mif.wav,n,0,0,na,1,1,1,n
118,mif.wav,r,1,1,-1,na,-1,1,n
117,mif.wav,r,1,1,na,-1,-1,1,n
117,mif.wav,n,0,0,1,na,1,1,n
116,mif.wav,s,2,-2,na,3,3,3,n
116,mif.wav,r,1,1,-3,na,-3,3,n
114,mif.wav,s,1,-1,na,2,2,2,n
114,mif.wav,r,1,1,-2,na,-2,2,n
113,mif.wav,r,1,1,na,2,2,2,n
113,mif.wav,r,3,3,-2,na,-2,2,n
112,mif.wav,r,2,2,na,0,0,0,n
112,mif.wav,r,2,2,0,na,0,0,n
111,mif.wav,n,0,0,na,2,2,2,n
111,mif.wav,r,2,2,-2,na,-2,2,n
110,mif.wav,r,1,1,na,-1,-1,1,n
110,mif.wav,n,0,0,1,na,1,1,n
109,mif.wav,r,1,1,na,-2,-2,2,n
109,mif.wav,s,1,-1,2,na,2,2,n
107,mif.wav,r,1,1,na,-1,-1,1,n
107,mif.wav,n,0,0,1,na,1,1,n
106,mif.wav,s,2,-2,na,4,4,4,n
106,mif.wav,r,2,2,-4,na,-4,4,n
105,mif.wav,n,0,0,na,-1,-1,1,n
105,mif.wav,s,1,-1,1,na,1,1,n
104,mif.wav,s,2,-2,na,2,2,2,n
104,mif.wav,n,0,0,-2,na,-2,2,n
103,mif.wav,n,0,0,na,0,0,0,n
103,mif.wav,n,0,0,0,na,0,0,n
102,mif.wav,n,0,0,na,2,2,2,n
102,mif.wav,r,2,2,-2,na,-2,2,n
101,mif.wav,r,1,1,na,0,0,0,n
101,mif.wav,r,1,1,0,na,0,0,n
108,mif.wav,r,2,2,na,-1,-1,1,n
108,mif.wav,r,1,1,1,na,1,1,n
123,mup.wav,r,1,1,na,2,2,2,n
123,mup.wav,r,3,3,-2,na,-2,2,n
122,mup.wav,r,1,1,na,-1,-1,1,n
122,mup.wav,n,0,0,1,na,1,1,n
121,mup.wav,n,0,0,na,0,0,0,n
121,mup.wav,n,0,0,0,na,0,0,n
120,mup.wav,r,1,1,na,1,1,1,n
120,mup.wav,r,2,2,-1,na,-1,1,n
119,mup.wav,r,2,2,na,0,0,0,n
119,mup.wav,r,2,2,0,na,0,0,n
118,mup.wav,r,2,2,na,0,0,0,n
118,mup.wav,r,2,2,0,na,0,0,n
117,mup.wav,r,2,2,na,-2,-2,2,n
117,mup.wav,n,0,0,2,na,2,2,n
116,mup.wav,n,0,0,na,0,0,0,n
116,mup.wav,n,0,0,0,na,0,0,n
114,mup.wav,r,2,2,na,-1,-1,1,n
114,mup.wav,r,1,1,1,na,1,1,n
113,mup.wav,r,2,2,na,-1,-1,1,n
113,mup.wav,r,1,1,1,na,1,1,n
112,mup.wav,r,3,3,na,-4,-4,4,n
112,mup.wav,s,1,-1,4,na,4,4,n
111,mup.wav,r,1,1,na,1,1,1,n
111,mup.wav,r,2,2,-1,na,-1,1,n
110,mup.wav,r,2,2,na,-2,-2,2,n
110,mup.wav,n,0,0,2,na,2,2,n
109,mup.wav,s,1,-1,na,2,2,2,n
109,mup.wav,r,1,1,-2,na,-2,2,n
107,mup.wav,r,2,2,na,-1,-1,1,n
107,mup.wav,r,1,1,1,na,1,1,n
106,mup.wav,r,3,3,na,-1,-1,1,n
106,mup.wav,r,2,2,1,na,1,1,n
105,mup.wav,n,0,0,na,2,2,2,n
105,mup.wav,r,2,2,-2,na,-2,2,n
104,mup.wav,n,0,0,na,0,0,0,n
104,mup.wav,n,0,0,0,na,0,0,n
103,mup.wav,n,0,0,na,1,1,1,n
103,mup.wav,r,1,1,-1,na,-1,1,n
102,mup.wav,n,0,0,na,-1,-1,1,n
102,mup.wav,s,1,-1,1,na,1,1,n
101,mup.wav,n,0,0,na,1,1,1,n
101,mup.wav,r,1,1,-1,na,-1,1,n
108,mup.wav,r,3,3,na,-1,-1,1,n
108,mup.wav,r,2,2,1,na,1,1,n
123,nad.wav,s,1,-1,na,-1,-1,1,n
123,nad.wav,s,2,-2,1,na,1,1,n
122,nad.wav,r,1,1,na,0,0,0,n
122,nad.wav,r,1,1,0,na,0,0,n
121,nad.wav,r,1,1,na,0,0,0,n
121,nad.wav,r,1,1,0,na,0,0,n
120,nad.wav,s,1,-1,na,2,2,2,n
120,nad.wav,r,1,1,-2,na,-2,2,n
119,nad.wav,s,2,-2,na,0,0,0,n
119,nad.wav,s,2,-2,0,na,0,0,n
118,nad.wav,r,1,1,na,-2,-2,2,n
118,nad.wav,s,1,-1,2,na,2,2,n
117,nad.wav,n,0,0,na,-2,-2,2,n
117,nad.wav,s,2,-2,2,na,2,2,n
116,nad.wav,r,2,2,na,0,0,0,n
116,nad.wav,r,2,2,0,na,0,0,n
114,nad.wav,r,1,1,na,0,0,0,n
114,nad.wav,r,1,1,0,na,0,0,n
113,nad.wav,s,2,-2,na,5,5,5,n
113,nad.wav,r,3,3,-5,na,-5,5,n
112,nad.wav,r,3,3,na,-4,-4,4,n
112,nad.wav,s,1,-1,4,na,4,4,n
111,nad.wav,n,0,0,na,-2,-2,2,n
111,nad.wav,s,2,-2,2,na,2,2,n
110,nad.wav,s,1,-1,na,2,2,2,n
110,nad.wav,r,1,1,-2,na,-2,2,n
109,nad.wav,s,2,-2,na,1,1,1,n
109,nad.wav,s,1,-1,-1,na,-1,1,n
107,nad.wav,n,0,0,na,0,0,0,n
107,nad.wav,n,0,0,0,na,0,0,n
106,nad.wav,r,2,2,na,-2,-2,2,n
106,nad.wav,n,0,0,2,na,2,2,n
105,nad.wav,r,2,2,na,0,0,0,n
105,nad.wav,r,2,2,0,na,0,0,n
104,nad.wav,n,0,0,na,0,0,0,n
104,nad.wav,n,0,0,0,na,0,0,n
103,nad.wav,n,0,0,na,0,0,0,n
103,nad.wav,n,0,0,0,na,0,0,n
102,nad.wav,s,1,-1,na,2,2,2,n
102,nad.wav,r,1,1,-2,na,-2,2,n
101,nad.wav,r,1,1,na,0,0,0,n
101,nad.wav,r,1,1,0,na,0,0,n
108,nad.wav,s,1,-1,na,1,1,1,n
108,nad.wav,n,0,0,-1,na,-1,1,n
123,nag.wav,r,2,2,na,-5,-5,5,n
123,nag.wav,s,3,-3,5,na,5,5,n
122,nag.wav,r,1,1,na,0,0,0,n
122,nag.wav,r,1,1,0,na,0,0,n
121,nag.wav,s,2,-2,na,2,2,2,n
121,nag.wav,n,0,0,-2,na,-2,2,n
120,nag.wav,r,1,1,na,0,0,0,n
120,nag.wav,r,1,1,0,na,0,0,n
119,nag.wav,s,2,-2,na,0,0,0,n
119,nag.wav,s,2,-2,0,na,0,0,n
118,nag.wav,s,2,-2,na,1,1,1,n
118,nag.wav,s,1,-1,-1,na,-1,1,n
117,nag.wav,r,2,2,na,-2,-2,2,n
117,nag.wav,n,0,0,2,na,2,2,n
116,nag.wav,n,0,0,na,-3,-3,3,n
116,nag.wav,s,3,-3,3,na,3,3,n
114,nag.wav,s,1,-1,na,-1,-1,1,n
114,nag.wav,s,2,-2,1,na,1,1,n
113,nag.wav,s,3,-3,na,2,2,2,n
113,nag.wav,s,1,-1,-2,na,-2,2,n
112,nag.wav,r,3,3,na,0,0,0,n
112,nag.wav,r,3,3,0,na,0,0,n
111,nag.wav,s,1,-1,na,-1,-1,1,n
111,nag.wav,s,2,-2,1,na,1,1,n
110,nag.wav,n,0,0,na,1,1,1,n
110,nag.wav,r,1,1,-1,na,-1,1,n
109,nag.wav,s,2,-2,na,0,0,0,n
109,nag.wav,s,2,-2,0,na,0,0,n
107,nag.wav,s,1,-1,na,1,1,1,n
107,nag.wav,n,0,0,-1,na,-1,1,n
106,nag.wav,s,2,-2,na,2,2,2,n
106,nag.wav,n,0,0,-2,na,-2,2,n
105,nag.wav,r,2,2,na,-2,-2,2,n
105,nag.wav,n,0,0,2,na,2,2,n
104,nag.wav,n,0,0,na,0,0,0,n
104,nag.wav,n,0,0,0,na,0,0,n
103,nag.wav,n,0,0,na,0,0,0,n
103,nag.wav,n,0,0,0,na,0,0,n
102,nag.wav,r,1,1,na,-2,-2,2,n
102,nag.wav,s,1,-1,2,na,2,2,n
101,nag.wav,s,1,-1,na,-1,-1,1,n
101,nag.wav,s,2,-2,1,na,1,1,n
108,nag.wav,s,1,-1,na,-1,-1,1,n
108,nag.wav,s,2,-2,1,na,1,1,n
123,nɛf.wav,r,2,2,na,0,0,0,n
123,nɛf.wav,r,2,2,0,na,0,0,n
122,nɛf.wav,n,0,0,na,1,1,1,n
122,nɛf.wav,r,1,1,-1,na,-1,1,n
121,nɛf.wav,s,1,-1,na,1,1,1,n
121,nɛf.wav,n,0,0,-1,na,-1,1,n
120,nɛf.wav,r,2,2,na,-3,-3,3,n
120,nɛf.wav,s,1,-1,3,na,3,3,n
119,nɛf.wav,r,2,2,na,-4,-4,4,n
119,nɛf.wav,s,2,-2,4,na,4,4,n
118,nɛf.wav,r,2,2,na,-1,-1,1,n
118,nɛf.wav,r,1,1,1,na,1,1,n
117,nɛf.wav,s,2,-2,na,3,3,3,n
117,nɛf.wav,r,1,1,-3,na,-3,3,n
116,nɛf.wav,r,3,3,na,-6,-6,6,n
116,nɛf.wav,s,3,-3,6,na,6,6,n
114,nɛf.wav,r,1,1,na,-2,-2,2,n
114,nɛf.wav,s,1,-1,2,na,2,2,n
113,nɛf.wav,r,3,3,na,-5,-5,5,n
113,nɛf.wav,s,2,-2,5,na,5,5,n
112,nɛf.wav,n,0,0,na,0,0,0,n
112,nɛf.wav,n,0,0,0,na,0,0,n
111,nɛf.wav,s,1,-1,na,0,0,0,n
111,nɛf.wav,s,1,-1,0,na,0,0,n
110,nɛf.wav,n,0,0,na,0,0,0,n
110,nɛf.wav,n,0,0,0,na,0,0,n
109,nɛf.wav,r,2,2,na,0,0,0,n
109,nɛf.wav,r,2,2,0,na,0,0,n
107,nɛf.wav,s,1,-1,na,1,1,1,n
107,nɛf.wav,n,0,0,-1,na,-1,1,n
106,nɛf.wav,s,2,-2,na,2,2,2,n
106,nɛf.wav,n,0,0,-2,na,-2,2,n
105,nɛf.wav,s,2,-2,na,0,0,0,n
105,nɛf.wav,s,2,-2,0,na,0,0,n
104,nɛf.wav,s,1,-1,na,2,2,2,n
104,nɛf.wav,r,1,1,-2,na,-2,2,n
103,nɛf.wav,n,0,0,na,0,0,0,n
103,nɛf.wav,n,0,0,0,na,0,0,n
102,nɛf.wav,r,1,1,na,-2,-2,2,n
102,nɛf.wav,s,1,-1,2,na,2,2,n
101,nɛf.wav,r,1,1,na,-2,-2,2,n
101,nɛf.wav,s,1,-1,2,na,2,2,n
108,nɛf.wav,s,1,-1,na,0,0,0,n
108,nɛf.wav,s,1,-1,0,na,0,0,n
123,niv.wav,r,2,2,na,1,1,1,n
123,niv.wav,r,3,3,-1,na,-1,1,n
122,niv.wav,s,1,-1,na,2,2,2,n
122,niv.wav,r,1,1,-2,na,-2,2,n
121,niv.wav,n,0,0,na,0,0,0,n
121,niv.wav,n,0,0,0,na,0,0,n
120,niv.wav,s,2,-2,na,0,0,0,n
120,niv.wav,s,2,-2,0,na,0,0,n
119,niv.wav,n,0,0,na,2,2,2,n
119,niv.wav,r,2,2,-2,na,-2,2,n
118,niv.wav,r,2,2,na,-2,-2,2,n
118,niv.wav,n,0,0,2,na,2,2,n
117,niv.wav,s,2,-2,na,0,0,0,n
117,niv.wav,s,2,-2,0,na,0,0,n
116,niv.wav,r,2,2,na,1,1,1,n
116,niv.wav,r,3,3,-1,na,-1,1,n
114,niv.wav,n,0,0,na,0,0,0,n
114,niv.wav,n,0,0,0,na,0,0,n
113,niv.wav,r,3,3,na,-2,-2,2,n
113,niv.wav,r,1,1,2,na,2,2,n
112,niv.wav,s,1,-1,na,4,4,4,n
112,niv.wav,r,3,3,-4,na,-4,4,n
111,niv.wav,s,1,-1,na,2,2,2,n
111,niv.wav,r,1,1,-2,na,-2,2,n
110,niv.wav,n,0,0,na,0,0,0,n
110,niv.wav,n,0,0,0,na,0,0,n
109,niv.wav,r,2,2,na,-4,-4,4,n
109,niv.wav,s,2,-2,4,na,4,4,n
107,niv.wav,n,0,0,na,0,0,0,n
107,niv.wav,n,0,0,0,na,0,0,n
106,niv.wav,s,2,-2,na,4,4,4,n
106,niv.wav,r,2,2,-4,na,-4,4,n
105,niv.wav,n,0,0,na,-1,-1,1,n
105,niv.wav,s,1,-1,1,na,1,1,n
104,niv.wav,n,0,0,na,0,0,0,n
104,niv.wav,n,0,0,0,na,0,0,n
103,niv.wav,n,0,0,na,0,0,0,n
103,niv.wav,n,0,0,0,na,0,0,n
102,niv.wav,n,0,0,na,2,2,2,n
102,niv.wav,r,2,2,-2,na,-2,2,n
101,niv.wav,r,1,1,na,0,0,0,n
101,niv.wav,r,1,1,0,na,0,0,n
108,niv.wav,r,2,2,na,-4,-4,4,n
108,niv.wav,s,2,-2,4,na,4,4,n
123,p1.wav,r,1,1,na,0,0,0,p
123,p1.wav,r,1,1,0,na,0,0,p
122,p1.wav,s,1,-1,na,0,0,0,p
122,p1.wav,s,1,-1,0,na,0,0,p
121,p1.wav,r,1,1,na,0,0,0,p
121,p1.wav,r,1,1,0,na,0,0,p
120,p1.wav,r,1,1,na,1,1,1,p
120,p1.wav,r,2,2,-1,na,-1,1,p
119,p1.wav,r,2,2,na,0,0,0,p
119,p1.wav,r,2,2,0,na,0,0,p
118,p1.wav,r,1,1,na,-3,-3,3,p
118,p1.wav,s,2,-2,3,na,3,3,p
117,p1.wav,r,2,2,na,0,0,0,p
117,p1.wav,r,2,2,0,na,0,0,p
116,p1.wav,s,2,-2,na,-1,-1,1,p
116,p1.wav,s,3,-3,1,na,1,1,p
114,p1.wav,n,0,0,na,1,1,1,p
114,p1.wav,r,1,1,-1,na,-1,1,p
113,p1.wav,s,1,-1,na,-1,-1,1,p
113,p1.wav,s,2,-2,1,na,1,1,p
112,p1.wav,s,2,-2,na,0,0,0,p
112,p1.wav,s,2,-2,0,na,0,0,p
111,p1.wav,r,2,2,na,0,0,0,p
111,p1.wav,r,2,2,0,na,0,0,p
110,p1.wav,s,1,-1,na,2,2,2,p
110,p1.wav,r,1,1,-2,na,-2,2,p
109,p1.wav,s,1,-1,na,2,2,2,p
109,p1.wav,r,1,1,-2,na,-2,2,p
107,p1.wav,n,0,0,na,2,2,2,p
107,p1.wav,r,2,2,-2,na,-2,2,p
106,p1.wav,s,2,-2,na,4,4,4,p
106,p1.wav,r,2,2,-4,na,-4,4,p
105,p1.wav,r,2,2,na,-1,-1,1,p
105,p1.wav,r,1,1,1,na,1,1,p
104,p1.wav,s,1,-1,na,0,0,0,p
104,p1.wav,s,1,-1,0,na,0,0,p
103,p1.wav,n,0,0,na,0,0,0,p
103,p1.wav,n,0,0,0,na,0,0,p
102,p1.wav,n,0,0,na,-1,-1,1,p
102,p1.wav,s,1,-1,1,na,1,1,p
101,p1.wav,s,1,-1,na,0,0,0,p
101,p1.wav,s,1,-1,0,na,0,0,p
108,p1.wav,n,0,0,na,0,0,0,p
108,p1.wav,n,0,0,0,na,0,0,p
123,p2.wav,r,3,3,na,-6,-6,6,p
123,p2.wav,s,3,-3,6,na,6,6,p
122,p2.wav,s,1,-1,na,2,2,2,p
122,p2.wav,r,1,1,-2,na,-2,2,p
121,p2.wav,s,2,-2,na,1,1,1,p
121,p2.wav,s,1,-1,-1,na,-1,1,p
120,p2.wav,s,2,-2,na,5,5,5,p
120,p2.wav,r,3,3,-5,na,-5,5,p
119,p2.wav,s,3,-3,na,5,5,5,p
119,p2.wav,r,2,2,-5,na,-5,5,p
118,p2.wav,s,2,-2,na,0,0,0,p
118,p2.wav,s,2,-2,0,na,0,0,p
117,p2.wav,s,2,-2,na,0,0,0,p
117,p2.wav,s,2,-2,0,na,0,0,p
116,p2.wav,s,3,-3,na,0,0,0,p
116,p2.wav,s,3,-3,0,na,0,0,p
114,p2.wav,n,0,0,na,-2,-2,2,p
114,p2.wav,s,2,-2,2,na,2,2,p
113,p2.wav,n,0,0,na,0,0,0,p
113,p2.wav,n,0,0,0,na,0,0,p
112,p2.wav,s,2,-2,na,0,0,0,p
112,p2.wav,s,2,-2,0,na,0,0,p
111,p2.wav,r,1,1,na,-2,-2,2,p
111,p2.wav,s,1,-1,2,na,2,2,p
110,p2.wav,n,0,0,na,-2,-2,2,p
110,p2.wav,s,2,-2,2,na,2,2,p
